State,Governor,Party,Speech
Alaska,Mike Dunleavy,Republican,"His company was awarded a contract by the Department of Defense for a machine that cleans the decks of the entire U.S. aircraft carrier fleet. These machines are designed, engineered, and manufactured right here in Alaska and shipped all over the world.  He does this with no tax credits or subsidies from the state."
Alaska,Mike Dunleavy,Republican,I repeat — no tax credits and no subsidies from the state government.
Alaska,Mike Dunleavy,Republican,"Another company thriving here in Alaska is Bambino’s Baby Food, owned by Zoi Maroudas. She noticed customers were not happy with the quality of baby food available — and Zoi responded. She started the company right here in Alaska and now employs 25 Alaskans.  By the end of this month, she plans to begin exporting to Asia."
Alaska,Mike Dunleavy,Republican,This is what I am talking about. This is the future of Alaska.
Alaska,Mike Dunleavy,Republican,"Zoi and Hans, you both demonstrate to us all that there are boundless opportunities for Alaska to diversify our economy. Zoi is in the gallery tonight and I would ask her to stand. Hans is unfortunately weathered out of Juneau this evening. I want to thank you both for the example you have set for Alaska."
Alaska,Mike Dunleavy,Republican,"While all of these initiatives I’ve presented so far are critical to securing Alaska’s future, in the end, our primary responsibility and the most important thing a government can do is keep its citizens safe."
Alaska,Mike Dunleavy,Republican,We all know crime is out of control. Everyone in this room has either been affected by crime or knows someone who has.
Alaska,Mike Dunleavy,Republican,"And when it comes to sexual assault, Alaska stands alone.  Our sexual assault rate is the highest in the nation."
Alaska,Mike Dunleavy,Republican,"To put this in perspective, New York City has a sexual assault rate of 28 incidences per 100,000 people. Compare this to Anchorage, which has 132 sexual assaults per 100,000 people.  That’s almost five times that of New York City. Let that sink in."
Alaska,Mike Dunleavy,Republican,"This is an outrage. Plain and simple. The women and children of Alaska, must be made safe, and we have an obligation, all of us in this room, to do everything we possibly can to stop this scourge in Alaska. We can no longer stand by and allow this to be the reality that faces Alaskans every day."
Alaska,Mike Dunleavy,Republican,"In addition to sexual assault, our murder rate is horrific. Tonight, I would like to recognize two Alaskan families who know firsthand the personal devastation that comes from violent crime.  Edie and Ben Grunwald from Palmer, who lost their son David; and Scotty and Aaliyah Barr from Kotzebue, who lost a daughter and a sister, Ashley. ­­­­­­­­"
Alaska,Mike Dunleavy,Republican,"Unfortunately, we all know their tragic stories too well — two beautiful young Alaskans taken from their families by individuals who have no regard for human life."
Alaska,Mike Dunleavy,Republican,"Scotty and Aaliyeah Barr are here with us tonight, I would ask them to please stand. The Grundwald family was unfortunately unable to make it due to weather. Thank you having the strength to be here with us tonight."
Alaska,Mike Dunleavy,Republican,"Edie, Ben, Scotty, and Aaliyah, I speak for all of those here today, and every Alaskan: We are heartbroken and mourn with you over this senseless loss. Nobody should have to go through the devastation and pain you have endured.  But know this, the loss of Ashley and David has mobilized Alaska. Your loss is going to be the catalyst that will push us forward into a safer Alaska."
Alaska,Mike Dunleavy,Republican,"And I say to you, and to everyone, today begins a new day in our state. From this day forward, we will not cater to the criminals and ignore the victims. We will not make excuses and turn a blind eye. I ask everyone in this room tonight – and across Alaska — to join in making Alaska the safest state in the country."
Alaska,Mike Dunleavy,Republican,"There is a lot that government should not do, cannot do, or does not do well. But the most important thing a government must do is keep its people safe. History will judge those of us in this room tonight on how we respond to this crisis.  At what point do we say enough is enough?  I say that time is now."
Alaska,Mike Dunleavy,Republican,"Therefore, we will expend the necessary resources for additional State Troopers, provide more local control, and more prosecutors. We will ensure that our courts will remain open five full days a week in order to hear cases. We will provide the focus and the resources necessary to combat the scourge of opiates and other illicit drugs driving up our crime rates and ruining lives."
Alaska,Mike Dunleavy,Republican,"And we will repeal and replace SB 91.  A series of bills and initiatives to be introduced tomorrow will not only roll back SB91, but will help Alaska turn the corner to a safer tomorrow."
Alaska,Mike Dunleavy,Republican,"To our legislators, I’m asking you to make public safety a priority and move forward with due diligence on reviewing and considering this public safety package."
Alaska,Mike Dunleavy,Republican,"To law-abiding Alaskans, I say this to you: I care if your house is burglarized. I care if your car is stolen. And I care if your loved ones are threatened."
Alaska,Mike Dunleavy,Republican,"But to the criminals, and to the rapists and molesters who see women and children as nothing more than opportunities, I say this to you: We will do everything in our power to stop you, apprehend you, and put you in prison for a very long time."
